ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,ProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,ProductDescription,StartDate,EndDate,Status
242,FR-R92R-44,14,"LB ","CM ","HL Road Frame - Red, 44",722.2568,1,Red,500,375,1301.3636,44,42-46 CM,2.12,1,"R ",780.8182,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
243,FR-R92R-44,14,"LB ","CM ","HL Road Frame - Red, 44",868.6342,1,Red,500,375,1431.50,44,42-46 CM,2.12,1,"R ",858.90,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
244,FR-R92R-48,14,"LB ","CM ","HL Road Frame - Red, 48",747.9682,1,Red,500,375,1263.4598,48,48-52 CM,2.16,1,"R ",758.0759,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
245,FR-R92R-48,14,"LB ","CM ","HL Road Frame - Red, 48",722.2568,1,Red,500,375,1301.3636,48,48-52 CM,2.16,1,"R ",780.8182,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
246,FR-R92R-48,14,"LB ","CM ","HL Road Frame - Red, 48",868.6342,1,Red,500,375,1431.50,48,48-52 CM,2.16,1,"R ",858.90,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
247,FR-R92R-52,14,"LB ","CM ","HL Road Frame - Red, 52",747.9682,1,Red,500,375,1263.4598,52,48-52 CM,2.2,1,"R ",758.0759,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
248,FR-R92R-52,14,"LB ","CM ","HL Road Frame - Red, 52",722.2568,1,Red,500,375,1301.3636,52,48-52 CM,2.2,1,"R ",780.8182,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
249,FR-R92R-52,14,"LB ","CM ","HL Road Frame - Red, 52",868.6342,1,Red,500,375,1431.50,52,48-52 CM,2.2,1,"R ",858.90,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
250,FR-R92R-56,14,"LB ","CM ","HL Road Frame - Red, 56",747.9682,1,Red,500,375,1263.4598,56,54-58 CM,2.24,1,"R ",758.0759,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
251,FR-R92R-56,14,"LB ","CM ","HL Road Frame - Red, 56",722.2568,1,Red,500,375,1301.3636,56,54-58 CM,2.24,1,"R ",780.8182,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
252,FR-R92R-56,14,"LB ","CM ","HL Road Frame - Red, 56",868.6342,1,Red,500,375,1431.50,56,54-58 CM,2.24,1,"R ",858.90,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
253,FR-R38B-58,14,"LB ","CM ","LL Road Frame - Black, 58",176.1997,1,Black,500,375,297.6346,58,54-58 CM,2.46,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
254,FR-R38B-58,14,"LB ","CM ","LL Road Frame - Black, 58",170.1428,1,Black,500,375,306.5636,58,54-58 CM,2.46,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
255,FR-R38B-58,14,"LB ","CM ","LL Road Frame - Black, 58",204.6251,1,Black,500,375,337.22,58,54-58 CM,2.46,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
256,FR-R38B-60,14,"LB ","CM ","LL Road Frame - Black, 60",176.1997,1,Black,500,375,297.6346,60,60-62 CM,2.48,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
257,FR-R38B-60,14,"LB ","CM ","LL Road Frame - Black, 60",170.1428,1,Black,500,375,306.5636,60,60-62 CM,2.48,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
258,FR-R38B-60,14,"LB ","CM ","LL Road Frame - Black, 60",204.6251,1,Black,500,375,337.22,60,60-62 CM,2.48,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
259,FR-R38B-62,14,"LB ","CM ","LL Road Frame - Black, 62",176.1997,1,Black,500,375,297.6346,62,60-62 CM,2.5,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
260,FR-R38B-62,14,"LB ","CM ","LL Road Frame - Black, 62",170.1428,1,Black,500,375,306.5636,62,60-62 CM,2.5,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
261,FR-R38B-62,14,"LB ","CM ","LL Road Frame - Black, 62",204.6251,1,Black,500,375,337.22,62,60-62 CM,2.5,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
262,FR-R38R-44,14,"LB ","CM ","LL Road Frame - Red, 44",181.4857,1,Red,500,375,306.5636,44,42-46 CM,2.32,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
263,FR-R38R-44,14,"LB ","CM ","LL Road Frame - Red, 44",187.1571,1,Red,500,375,337.22,44,42-46 CM,2.32,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
264,FR-R38R-48,14,"LB ","CM ","LL Road Frame - Red, 48",181.4857,1,Red,500,375,306.5636,48,48-52 CM,2.36,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
265,FR-R38R-48,14,"LB ","CM ","LL Road Frame - Red, 48",187.1571,1,Red,500,375,337.22,48,48-52 CM,2.36,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
266,FR-R38R-52,14,"LB ","CM ","LL Road Frame - Red, 52",181.4857,1,Red,500,375,306.5636,52,48-52 CM,2.4,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
267,FR-R38R-52,14,"LB ","CM ","LL Road Frame - Red, 52",187.1571,1,Red,500,375,337.22,52,48-52 CM,2.4,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
268,FR-R38R-58,14,"LB ","CM ","LL Road Frame - Red, 58",181.4857,1,Red,500,375,306.5636,58,54-58 CM,2.46,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
269,FR-R38R-58,14,"LB ","CM ","LL Road Frame - Red, 58",187.1571,1,Red,500,375,337.22,58,54-58 CM,2.46,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
270,FR-R38R-60,14,"LB ","CM ","LL Road Frame - Red, 60",181.4857,1,Red,500,375,306.5636,60,60-62 CM,2.48,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
271,FR-R38R-60,14,"LB ","CM ","LL Road Frame - Red, 60",187.1571,1,Red,500,375,337.22,60,60-62 CM,2.48,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
272,FR-R38R-62,14,"LB ","CM ","LL Road Frame - Red, 62",181.4857,1,Red,500,375,306.5636,62,60-62 CM,2.5,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
273,FR-R38R-62,14,"LB ","CM ","LL Road Frame - Red, 62",187.1571,1,Red,500,375,337.22,62,60-62 CM,2.5,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
274,FR-R72R-44,14,"LB ","CM ","ML Road Frame - Red, 44",352.1394,1,Red,500,375,594.83,44,42-46 CM,2.22,1,"R ",356.898,"M ","U ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
275,FR-R72R-48,14,"LB ","CM ","ML Road Frame - Red, 48",352.1394,1,Red,500,375,594.83,48,48-52 CM,2.26,1,"R ",356.898,"M ","U ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
276,FR-R72R-52,14,"LB ","CM ","ML Road Frame - Red, 52",352.1394,1,Red,500,375,594.83,52,48-52 CM,2.3,1,"R ",356.898,"M ","U ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
277,FR-R72R-58,14,"LB ","CM ","ML Road Frame - Red, 58",352.1394,1,Red,500,375,594.83,58,54-58 CM,2.36,1,"R ",356.898,"M ","U ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
278,FR-R72R-60,14,"LB ","CM ","ML Road Frame - Red, 60",352.1394,1,Red,500,375,594.83,60,60-62 CM,2.38,1,"R ",356.898,"M ","U ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
279,FR-R38B-44,14,"LB ","CM ","LL Road Frame - Black, 44",176.1997,1,Black,500,375,297.6346,44,42-46 CM,2.32,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
280,FR-R38B-44,14,"LB ","CM ","LL Road Frame - Black, 44",170.1428,1,Black,500,375,306.5636,44,42-46 CM,2.32,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
281,FR-R38B-44,14,"LB ","CM ","LL Road Frame - Black, 44",204.6251,1,Black,500,375,337.22,44,42-46 CM,2.32,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
282,FR-R38B-48,14,"LB ","CM ","LL Road Frame - Black, 48",176.1997,1,Black,500,375,297.6346,48,48-52 CM,2.36,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
283,FR-R38B-48,14,"LB ","CM ","LL Road Frame - Black, 48",170.1428,1,Black,500,375,306.5636,48,48-52 CM,2.36,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
284,FR-R38B-48,14,"LB ","CM ","LL Road Frame - Black, 48",204.6251,1,Black,500,375,337.22,48,48-52 CM,2.36,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
285,FR-R38B-52,14,"LB ","CM ","LL Road Frame - Black, 52",176.1997,1,Black,500,375,297.6346,52,48-52 CM,2.4,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
286,FR-R38B-52,14,"LB ","CM ","LL Road Frame - Black, 52",170.1428,1,Black,500,375,306.5636,52,48-52 CM,2.4,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
287,FR-R38B-52,14,"LB ","CM ","LL Road Frame - Black, 52",204.6251,1,Black,500,375,337.22,52,48-52 CM,2.4,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
288,FR-M94S-42,12,"LB ","CM ","HL Mountain Frame - Silver, 42",623.8403,1,Silver,500,375,1204.3248,42,42-46 CM,2.72,1,"M ",722.5949,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
289,FR-M94S-42,12,"LB ","CM ","HL Mountain Frame - Silver, 42",660.9142,1,Silver,500,375,1240.4545,42,42-46 CM,2.72,1,"M ",744.2727,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
290,FR-M94S-42,12,"LB ","CM ","HL Mountain Frame - Silver, 42",747.2002,1,Silver,500,375,1364.50,42,42-46 CM,2.72,1,"M ",818.70,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
291,FR-M94S-44,12,"LB ","CM ","HL Mountain Frame - Silver, 44",706.811,1,Silver,500,375,1364.50,44,42-46 CM,2.76,1,"M ",818.70,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
292,FR-M94S-52,12,"LB ","CM ","HL Mountain Frame - Silver, 48",706.811,1,Silver,500,375,1364.50,48,48-52 CM,2.8,1,"M ",818.70,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
293,FR-M94S-46,12,"LB ","CM ","HL Mountain Frame - Silver, 46",623.8403,1,Silver,500,375,1204.3248,46,42-46 CM,2.84,1,"M ",722.5949,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
294,FR-M94S-46,12,"LB ","CM ","HL Mountain Frame - Silver, 46",660.9142,1,Silver,500,375,1240.4545,46,42-46 CM,2.84,1,"M ",744.2727,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
295,FR-M94S-46,12,"LB ","CM ","HL Mountain Frame - Silver, 46",747.2002,1,Silver,500,375,1364.50,46,42-46 CM,2.84,1,"M ",818.70,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
296,FR-M94B-42,12,"LB ","CM ","HL Mountain Frame - Black, 42",617.0281,1,Black,500,375,1191.1739,42,42-46 CM,2.72,1,"M ",714.7043,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
297,FR-M94B-42,12,"LB ","CM ","HL Mountain Frame - Black, 42",653.6971,1,Black,500,375,1226.9091,42,42-46 CM,2.72,1,"M ",736.1455,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
298,FR-M94B-42,12,"LB ","CM ","HL Mountain Frame - Black, 42",739.041,1,Black,500,375,1349.60,42,42-46 CM,2.72,1,"M ",809.76,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
299,FR-M94B-44,12,"LB ","CM ","HL Mountain Frame - Black, 44",699.0928,1,Black,500,375,1349.60,44,42-46 CM,2.76,1,"M ",809.76,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
300,FR-M94B-48,12,"LB ","CM ","HL Mountain Frame - Black, 48",699.0928,1,Black,500,375,1349.60,48,48-52 CM,2.8,1,"M ",809.76,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
301,FR-M94B-46,12,"LB ","CM ","HL Mountain Frame - Black, 46",617.0281,1,Black,500,375,1191.1739,46,42-46 CM,2.84,1,"M ",714.7043,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
302,FR-M94B-46,12,"LB ","CM ","HL Mountain Frame - Black, 46",653.6971,1,Black,500,375,1226.9091,46,42-46 CM,2.84,1,"M ",736.1455,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
303,FR-M94B-46,12,"LB ","CM ","HL Mountain Frame - Black, 46",739.041,1,Black,500,375,1349.60,46,42-46 CM,2.84,1,"M ",809.76,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
304,FR-M94B-38,12,"LB ","CM ","HL Mountain Frame - Black, 38",617.0281,1,Black,500,375,1191.1739,38,38-40 CM,2.68,2,"M ",714.7043,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
305,FR-M94B-38,12,"LB ","CM ","HL Mountain Frame - Black, 38",653.6971,1,Black,500,375,1226.9091,38,38-40 CM,2.68,2,"M ",736.1455,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
306,FR-M94B-38,12,"LB ","CM ","HL Mountain Frame - Black, 38",739.041,1,Black,500,375,1349.60,38,38-40 CM,2.68,2,"M ",809.76,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
307,FR-M94S-38,12,"LB ","CM ","HL Mountain Frame - Silver, 38",623.8403,1,Silver,500,375,1204.3248,38,38-40 CM,2.68,2,"M ",722.5949,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
308,FR-M94S-38,12,"LB ","CM ","HL Mountain Frame - Silver, 38",660.9142,1,Silver,500,375,1240.4545,38,38-40 CM,2.68,2,"M ",744.2727,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
309,FR-M94S-38,12,"LB ","CM ","HL Mountain Frame - Silver, 38",747.2002,1,Silver,500,375,1364.50,38,38-40 CM,2.68,2,"M ",818.70,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
310,BK-R93R-62,2,"LB ","CM ","Road-150 Red, 62",2171.2942,1,Red,100,75,3578.27,62,60-62 CM,15,4,"R ",2146.962,"H ","U ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
311,BK-R93R-44,2,"LB ","CM ","Road-150 Red, 44",2171.2942,1,Red,100,75,3578.27,44,42-46 CM,13.77,4,"R ",2146.962,"H ","U ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
312,BK-R93R-48,2,"LB ","CM ","Road-150 Red, 48",2171.2942,1,Red,100,75,3578.27,48,48-52 CM,14.13,4,"R ",2146.962,"H ","U ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
313,BK-R93R-52,2,"LB ","CM ","Road-150 Red, 52",2171.2942,1,Red,100,75,3578.27,52,48-52 CM,14.42,4,"R ",2146.962,"H ","U ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
314,BK-R93R-56,2,"LB ","CM ","Road-150 Red, 56",2171.2942,1,Red,100,75,3578.27,56,54-58 CM,14.68,4,"R ",2146.962,"H ","U ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
315,BK-R68R-58,2,"LB ","CM ","Road-450 Red, 58",884.7083,1,Red,100,75,1457.99,58,54-58 CM,17.79,4,"R ",874.794,"M ","U ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
